schedule,cg_tol,rung,iter,compliance,change_design,max_dphys,mean_dphys,class_frac,class_count,solid,cg_iters,mg_used,hier_built,mg_levels,cycles,active_frac,beta,plateau,infeasible,vf,mnd,mfv,mnd_proj,mfv_proj,draft,traj_tol
aggr,1e-08,0,1,38.264902,0.1998,-1,-1,-1,-1,672,24,1,1,2,24,1.0000,0,0,0,0.65755,0.799082,36,0.799082,36,0,1.00e-08
aggr,1e-08,0,2,31.501618,0.179044,0.138131,0.0422674,0.0357143,24,672,25,1,1,2,25,1.0000,0,0,0,0.66863,0.737962,52,0.737962,52,0,1.00e-08
aggr,1e-08,0,3,26.290846,0.194071,0.147683,0.0327845,0.0535714,36,672,26,1,1,2,26,1.0000,0,0,0,0.67374,0.704281,82,0.704281,82,0,1.00e-08
aggr,1e-08,0,4,23.467778,0.138396,0.0825644,0.0293452,0.0238095,16,672,27,1,1,2,27,1.0000,0,0,0,0.67532,0.687577,98,0.687577,98,0,1.00e-08
aggr,1e-08,0,5,22.026331,0.116581,0.0827208,0.0255461,0.0922619,62,672,31,1,1,2,31,1.0000,0,0,0,0.67714,0.67578,168,0.67578,168,0,1.00e-08
aggr,1e-08,0,6,21.331765,0.0967496,0.0529167,0.016465,0.047619,32,672,33,1,1,2,33,1.0000,0,0,0,0.67861,0.663327,212,0.663327,212,0,1.00e-08
aggr,1e-08,0,7,21.018131,0.0952654,0.0433595,0.0119761,0.0119048,8,672,34,1,1,2,34,1.0000,0,0,0,0.67917,0.650146,212,0.650146,212,0,1.00e-08
aggr,1e-08,0,8,20.843831,0.152672,0.0689095,0.0106949,0.014881,10,672,36,1,1,2,36,1.0000,0,0,0,0.67933,0.637228,222,0.637228,222,0,1.00e-08
aggr,1e-08,0,9,20.713827,0.162628,0.0838572,0.0110397,0.014881,10,672,37,1,1,2,37,1.0000,0,0,0,0.67933,0.62384,232,0.62384,232,0,1.00e-08
aggr,1e-08,0,10,20.580066,0.143468,0.0975922,0.0133042,0.0178571,12,672,37,1,1,2,37,1.0000,0,0,0,0.67902,0.608134,232,0.608134,232,0,1.00e-08
