rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction
0,1,1785392742652,0.1750028808,0.679836,0,10,1,0,1,10,0,0,1.000000
0,2,1785392742815,0.1747246362,0.679903,0,17,1,0,1,17,0,0,1.000000
0,3,1785392742973,0.1744423633,0.679923,0,17,1,0,1,17,0,0,1.000000
0,4,1785392743132,0.1742398334,0.679936,0,17,1,0,1,17,0,0,1.000000
0,5,1785392743295,0.1740689568,0.679940,0,17,1,0,1,17,0,0,1.000000
0,6,1785392743457,0.173907213,0.679933,0,17,1,0,1,17,0,0,1.000000
0,7,1785392743616,0.1737285666,0.679914,0,17,1,0,1,17,0,0,1.000000
0,8,1785392743771,0.1734993384,0.679876,0,16,1,0,1,16,0,0,1.000000
0,9,1785392743933,0.1731671441,0.679802,0,16,1,0,1,16,0,0,1.000000
0,10,1785392744096,0.1726333525,0.679649,0,15,1,0,1,15,0,0,1.000000
0,11,1785392744246,0.1716764882,0.679285,0,13,1,0,1,13,0,0,1.000000
0,12,1785392744385,0.1696974189,0.678445,0,10,1,0,1,10,0,0,1.000000
0,13,1785392744521,0.165091343,0.677854,0,9,1,0,1,9,0,0,1.000000
0,14,1785392744655,0.1581502019,0.677807,0,9,1,0,1,9,0,0,1.000000
0,15,1785392744790,0.1510588072,0.678407,0,9,1,0,1,9,0,0,1.000000
0,16,1785392744922,0.1462408867,0.678921,0,9,1,0,1,9,0,0,1.000000
0,17,1785392745057,0.1433288545,0.679335,0,9,1,0,1,9,0,0,1.000000
0,18,1785392745212,0.1415985,0.679599,0,9,1,0,1,9,0,0,1.000000
0,19,1785392745349,0.1405822419,0.679748,0,9,1,0,1,9,0,0,1.000000
0,20,1785392745485,0.1399922415,0.679847,0,9,1,0,1,9,0,0,1.000000
0,21,1785392745621,0.139647869,0.679894,0,9,1,0,1,9,0,0,1.000000
0,22,1785392745758,0.1394268352,0.679930,0,9,1,0,1,9,0,0,1.000000
0,23,1785392745898,0.1392791589,0.679946,0,11,1,0,1,11,0,0,1.000000
0,24,1785392746043,0.1391754639,0.679948,0,12,1,0,1,12,0,0,1.000000
0,25,1785392746186,0.1390817954,0.679956,0,11,1,0,1,11,0,0,1.000000
0,26,1785392746330,0.1390002795,0.679962,0,12,1,0,1,12,0,0,1.000000
0,27,1785392746468,0.1389290083,0.679968,0,10,1,0,1,10,0,0,1.000000
0,28,1785392746615,0.1388701396,0.679978,0,12,1,0,1,12,0,0,1.000000
0,29,1785392746761,0.1388250892,0.679985,0,11,1,0,1,11,0,0,1.000000
0,30,1785392746908,0.1387941679,0.679989,0,12,1,0,1,12,0,0,1.000000
0,31,1785392747060,0.1387725838,0.679992,0,14,1,0,1,14,0,0,1.000000
0,32,1785392747212,0.1387562895,0.679992,0,14,1,0,1,14,0,0,1.000000
0,33,1785392747362,0.1387422114,0.679993,0,14,1,0,1,14,0,0,1.000000
0,34,1785392747509,0.1387292548,0.679996,0,13,1,0,1,13,0,0,1.000000
0,35,1785392747665,0.1387206363,0.679997,0,15,1,0,1,15,0,0,1.000000
0,36,1785392747820,0.1387148562,0.679997,0,15,1,0,1,15,0,0,1.000000
0,37,1785392747974,0.1387095938,0.679997,0,15,1,0,1,15,0,0,1.000000
0,38,1785392748128,0.1387043081,0.679997,0,15,1,0,1,15,0,0,1.000000
0,39,1785392748281,0.1386992386,0.679997,1,15,1,0,1,15,0,0,1.000000
0,40,1785392748620,0.1618122999,0.670654,0,9,1,1,1,9,0,0,1.000000
0,41,1785392748768,0.1558184773,0.671782,0,12,1,1,1,12,0,0,1.000000
0,42,1785392748949,0.1520560966,0.672349,0,13,1,1,1,13,0,0,1.000000
0,43,1785392749101,0.1491145194,0.672844,0,13,1,1,1,13,0,0,1.000000
0,44,1785392749249,0.1466013077,0.673284,0,13,1,1,1,13,0,0,1.000000
0,45,1785392749396,0.1444748968,0.673700,0,13,1,1,1,13,0,0,1.000000
0,46,1785392749544,0.1427307136,0.674069,0,13,1,1,1,13,0,0,1.000000
0,47,1785392749693,0.1413781818,0.674366,0,13,1,1,1,13,0,0,1.000000
0,48,1785392749851,0.1403718817,0.674602,0,13,1,1,1,13,0,0,1.000000
0,49,1785392749998,0.1396244253,0.674768,0,13,1,1,1,13,0,0,1.000000
0,50,1785392750144,0.13907518,0.674893,0,13,1,1,1,13,0,0,1.000000
0,51,1785392750291,0.1386473339,0.675006,0,13,1,1,1,13,0,0,1.000000
0,52,1785392750439,0.1383021479,0.675093,0,13,1,1,1,13,0,0,1.000000
0,53,1785392750587,0.1380410728,0.675163,0,13,1,1,1,13,0,0,1.000000
0,54,1785392750736,0.1378505688,0.675218,0,14,1,1,1,14,0,0,1.000000
0,55,1785392750883,0.1377114669,0.675263,0,13,1,1,1,13,0,0,1.000000
0,56,1785392751070,0.1376110369,0.675291,0,14,1,1,1,14,0,0,1.000000
0,57,1785392751218,0.137524982,0.675295,0,13,1,1,1,13,0,0,1.000000
0,58,1785392751365,0.1374486339,0.675308,0,13,1,1,1,13,0,0,1.000000
0,59,1785392751512,0.1373818137,0.675323,0,13,1,1,1,13,0,0,1.000000
0,60,1785392751664,0.1373297846,0.675339,0,14,1,1,1,14,0,0,1.000000
0,61,1785392751814,0.1372901403,0.675346,0,14,1,1,1,14,0,0,1.000000
0,62,1785392751965,0.1372617926,0.675350,0,14,1,1,1,14,0,0,1.000000
0,63,1785392752124,0.1372421018,0.675352,0,15,1,1,1,15,0,0,1.000000
0,64,1785392752278,0.1372246948,0.675352,0,15,1,1,1,15,0,0,1.000000
0,65,1785392752432,0.1372106363,0.675346,0,15,1,1,1,15,0,0,1.000000
0,66,1785392752621,0.1372002439,0.675342,0,15,1,1,1,15,0,0,1.000000
0,67,1785392752781,0.1371934962,0.675340,0,15,1,1,1,15,0,0,1.000000
0,68,1785392752961,0.1371886123,0.675341,0,16,1,1,1,16,0,0,1.000000
0,69,1785392753146,0.1371846538,0.675341,0,16,1,1,1,16,0,0,1.000000
0,70,1785392753305,0.13718121,0.675339,0,16,1,1,1,16,0,0,1.000000
0,71,1785392753470,0.1371783315,0.675341,1,16,1,1,1,16,0,0,1.000000
0,72,1785392753634,0.1293606294,0.662027,0,17,1,2,1,17,0,0,1.000000
0,73,1785392753794,0.1342512286,0.663073,0,16,1,2,1,16,0,0,1.000000
0,74,1785392753957,0.1337705903,0.663165,0,17,1,2,1,17,0,0,1.000000
0,75,1785392754119,0.1336968781,0.663222,0,17,1,2,1,17,0,0,1.000000
0,76,1785392754283,0.1336450127,0.663286,0,17,1,2,1,17,0,0,1.000000
0,77,1785392754457,0.1336015951,0.663350,0,17,1,2,1,17,0,0,1.000000
0,78,1785392754619,0.1335671395,0.663412,0,17,1,2,1,17,0,0,1.000000
0,79,1785392754780,0.1335391403,0.663468,0,17,1,2,1,17,0,0,1.000000
0,80,1785392754941,0.1335158794,0.663527,0,17,1,2,1,17,0,0,1.000000
0,81,1785392755103,0.1334974918,0.663580,0,17,1,2,1,17,0,0,1.000000
0,82,1785392755264,0.1334822323,0.663625,1,17,1,2,1,17,0,0,1.000000
0,83,1785392755425,0.1174770175,0.624844,0,17,1,4,1,17,0,0,1.000000
0,84,1785392755582,0.1279589091,0.633151,0,15,1,4,1,15,0,0,1.000000
0,85,1785392755742,0.125615015,0.634172,0,17,1,4,1,17,0,0,1.000000
0,86,1785392755901,0.125337042,0.634649,0,17,1,4,1,17,0,0,1.000000
0,87,1785392756060,0.1252022945,0.635088,0,17,1,4,1,17,0,0,1.000000
0,88,1785392756220,0.1250866977,0.635519,0,17,1,4,1,17,0,0,1.000000
0,89,1785392756381,0.1249881423,0.635931,0,17,1,4,1,17,0,0,1.000000
0,90,1785392756536,0.1249015226,0.636302,0,16,1,4,1,16,0,0,1.000000
